=== Blood Pressure Measurement Report - Run #1 ===

Baseline HR: 71.5 BPM
Valid interval: 463-1500 ms

*** ENSEMBLE RESULT ***
Ensemble Systolic: 98 mmHg
Confidence: 0.098
95% CI: [93 - 103] mmHg
Agreement: 809/144 detectors

MAP: 93 mmHg
Est. Diastolic: 90 mmHg
Oscillometric MAP Systolic: -1 mmHg
Oscillometric MAP Diastolic: -1 mmHg

--- DETECTOR PERFORMANCE SUMMARY ---

Detector                           Best        Conf         | Rank  Best        Error       
-----------------------------------------------------------------------------------------------
BL_W140_T2.0_D12                   112         0.660        | 122   112         19.7        
BL_W130_T2.0_D12                   112         0.660        | 126   112         19.7        
BL_W120_T2.0_D12                   112         0.660        | 127   112         19.7        
BL_W100_T1.8_D12                   112         0.660        | 141   112         20.0        
BL_W100_T1.8_D16                   111         0.660        | 90    111         19.4        
BL_W150_T2.0_D12                   112         0.592        | 96    112         19.7        
BL_W130_T3.3_D12                   112         0.580        | 123   112         19.7        
BL_W100_T2.2_D12                   112         0.580        | 133   112         20.0        
BL_W70_T2.2_D12                    112         0.580        | 110   112         19.7        
BL_W100_T2.0_D16                   111         0.580        | 88    111         19.4        
BL_W100_T2.0_D12                   112         0.580        | 136   112         20.0        
BL_W80_T1.8_D12                    112         0.580        | 131   112         20.0        
BL_W100_T1.9_D16                   111         0.580        | 91    111         19.4        
BL_W100_T1.9_D12                   112         0.580        | 142   112         20.0        
BL_W80_T1.9_D12                    112         0.580        | 132   112         20.0        
BL_W140_T2.4_D12                   112         0.580        | 121   112         19.7        
BL_W150_T3.3_D12                   112         0.580        | 101   112         19.7        
BL_W80_T2.0_D12                    112         0.580        | 134   112         20.0        
BL_W150_T2.8_D12                   112         0.580        | 100   112         19.7        
BL_W80_T2.2_D12                    112         0.580        | 135   112         20.0        
BL_W90_T2.2_D12                    112         0.580        | 140   112         20.0        
BL_W150_T2.4_D12                   112         0.580        | 98    112         19.7        
BL_W90_T1.8_D12                    112         0.580        | 130   112         20.0        
BL_W140_T2.8_D12                   112         0.580        | 116   112         19.7        
BL_W90_T1.9_D12                    112         0.580        | 137   112         20.0        
BL_W90_T2.0_D12                    112         0.580        | 138   112         20.0        
BL_W140_T3.3_D12                   112         0.580        | 93    112         19.7        
BL_W110_T3.3_D12                   112         0.580        | 94    112         19.7        
BL_W120_T3.3_D12                   112         0.580        | 129   112         19.7        
BL_W60_T1.8_D12                    112         0.580        | 104   112         19.7        
BL_W50_T2.0_D12                    112         0.580        | 95    112         19.7        
BL_W120_T2.8_D12                   112         0.580        | 128   112         19.7        
BL_W50_T1.8_D12                    112         0.580        | 97    112         19.7        
BL_W60_T1.9_D12                    112         0.580        | 109   112         19.7        
BL_W50_T1.6_D12                    112         0.580        | 99    112         19.7        
BL_W120_T2.4_D12                   112         0.580        | 120   112         19.7        
BL_W60_T2.0_D12                    112         0.580        | 115   112         19.7        
BL_W40_T2.0_D12                    112         0.580        | 102   112         19.7        
BL_W40_T1.8_D12                    112         0.580        | 103   112         19.7        
BL_W100_T2.2_D16                   111         0.580        | 85    111         19.4        
BL_W130_T2.4_D12                   112         0.580        | 125   112         19.7        
BL_W40_T1.6_D12                    112         0.580        | 105   112         19.7        
BL_W30_T2.0_D15                    112         0.580        | 106   112         19.7        
BL_W70_T1.8_D12                    112         0.580        | 113   112         19.7        
BL_W110_T2.8_D12                   112         0.580        | 119   112         19.7        
BL_W110_T2.4_D12                   112         0.580        | 118   112         19.7        
BL_W30_T1.8_D15                    112         0.580        | 107   112         19.7        
BL_W70_T1.9_D12                    112         0.580        | 112   112         19.7        
BL_W130_T2.8_D12                   112         0.580        | 124   112         19.7        
BL_W110_T2.0_D12                   112         0.580        | 117   112         19.7        
BL_W30_T1.6_D15                    112         0.580        | 108   112         19.7        
BL_W70_T2.0_D12                    112         0.580        | 111   112         19.7        
BL_W140_T2.0_D18                   103         0.500        | 70    103         11.3        
BL_W90_T2.2_D16                    103         0.420        | 84    103         11.3        
BL_W140_T2.4_D18                   103         0.420        | 72    103         11.3        
BL_W90_T2.0_D16                    103         0.420        | 82    103         11.3        
BL_W80_T2.2_D16                    103         0.420        | 78    103         11.3        
BL_W80_T2.0_D16                    103         0.420        | 77    103         11.3        
BL_W70_T2.2_D16                    103         0.420        | 83    103         11.3        
BL_W70_T2.0_D16                    103         0.420        | 81    103         11.3        
BL_W80_T1.8_D16                    103         0.420        | 76    103         11.3        
BL_W70_T1.9_D16                    103         0.420        | 75    103         11.3        
BL_W80_T1.9_D16                    103         0.420        | 74    103         11.3        
BL_W70_T1.8_D16                    103         0.420        | 79    103         11.3        
BL_W140_T2.8_D18                   103         0.420        | 71    103         11.3        
BL_W90_T1.8_D16                    103         0.420        | 80    103         11.3        
BL_W140_T3.3_D18                   103         0.420        | 69    103         11.3        
BL_W90_T1.9_D16                    103         0.420        | 73    103         11.3        
BL_W150_T2.0_D18                   99          0.400        | 65    99          6.7         
