=== Blood Pressure Measurement Report - Run #1 ===

Baseline HR: 102.0 BPM
Valid interval: 347-967 ms

*** ENSEMBLE RESULT ***
Ensemble Systolic: 126 mmHg
Confidence: 0.098
95% CI: [122 - 131] mmHg
Agreement: 757/144 detectors

MAP: 105 mmHg
Est. Diastolic: 94 mmHg
Oscillometric MAP Systolic: -1 mmHg
Oscillometric MAP Diastolic: -1 mmHg

--- DETECTOR PERFORMANCE SUMMARY ---

Detector                           Best        Conf         | Rank  Best        Error       
-----------------------------------------------------------------------------------------------
BL_W90_T1.8_D10                    129         0.420        | 107   129         5.6         
BL_W130_T2.0_D18                   130         0.420        | 98    130         5.4         
BL_W130_T2.0_D12                   130         0.420        | 105   130         5.4         
BL_W30_T1.6_D12                    94          0.420        | 141   94          41.3        
BL_W30_T1.6_D15                    94          0.420        | 140   94          41.3        
BL_W120_T2.0_D18                   129         0.420        | 110   129         5.6         
BL_W100_T1.8_D16                   130         0.420        | 104   130         5.4         
BL_W100_T1.8_D12                   130         0.420        | 103   130         5.4         
BL_W100_T1.8_D10                   130         0.420        | 102   130         5.4         
BL_W90_T1.8_D5                     129         0.420        | 108   129         5.6         
BL_W90_T1.8_D12                    129         0.420        | 111   129         5.6         
BL_W90_T1.8_D16                    129         0.420        | 106   129         5.6         
BL_W100_T1.8_D5                    130         0.420        | 101   130         5.4         
BL_W120_T2.0_D12                   129         0.420        | 109   129         5.6         
BL_W140_T2.0_D12                   130         0.420        | 100   130         5.4         
BL_W140_T2.0_D18                   130         0.420        | 99    130         5.4         
BL_W150_T2.0_D18                   127         0.340        | 113   127         7.9         
BL_W20_T1.6_D15                    140         0.340        | 97    140         5.2         
BL_W150_T2.0_D12                   127         0.340        | 112   127         7.9         
BL_W100_T2.0_D12                   138         0.260        | 10    138         3.2         
BL_W100_T2.0_D16                   138         0.260        | 11    138         3.2         
BL_W100_T2.2_D5                    138         0.260        | 12    138         3.2         
BL_W100_T2.2_D10                   138         0.260        | 13    138         3.2         
BL_W100_T1.9_D10                   138         0.260        | 19    138         3.2         
BL_W100_T2.0_D10                   138         0.260        | 9     138         3.2         
BL_W60_T1.8_D5                     139         0.260        | 50    139         3.5         
BL_W100_T1.9_D16                   138         0.260        | 17    138         3.2         
BL_W100_T1.9_D12                   138         0.260        | 20    138         3.2         
BL_W90_T2.0_D16                    139         0.260        | 35    139         3.5         
BL_W100_T1.9_D5                    138         0.260        | 18    138         3.2         
BL_W90_T2.2_D16                    139         0.260        | 42    139         3.5         
BL_W90_T2.2_D12                    139         0.260        | 91    139         3.8         
BL_W90_T2.2_D10                    139         0.260        | 41    139         3.5         
BL_W90_T2.2_D5                     139         0.260        | 34    139         3.5         
BL_W100_T2.0_D5                    138         0.260        | 16    138         3.2         
BL_W40_T1.6_D12                    139         0.260        | 44    139         3.5         
BL_W50_T2.0_D15                    139         0.260        | 40    139         3.5         
BL_W50_T2.0_D12                    138         0.260        | 22    138         3.4         
BL_W50_T1.8_D15                    139         0.260        | 49    139         3.5         
BL_W50_T1.8_D12                    139         0.260        | 48    139         3.5         
BL_W50_T1.6_D15                    139         0.260        | 47    139         3.5         
BL_W50_T1.6_D12                    139         0.260        | 46    139         3.5         
BL_W40_T2.0_D15                    139         0.260        | 80    139         3.8         
BL_W40_T2.0_D12                    138         0.260        | 26    138         3.4         
BL_W40_T1.8_D15                    139         0.260        | 89    139         3.8         
BL_W40_T1.8_D12                    139         0.260        | 45    139         3.5         
BL_W40_T1.6_D15                    139         0.260        | 83    139         3.8         
BL_W100_T2.2_D12                   138         0.260        | 14    138         3.2         
BL_W30_T1.8_D15                    139         0.260        | 95    139         4.1         
BL_W30_T1.8_D12                    139         0.260        | 43    139         3.5         
BL_W20_T1.8_D15                    90          0.260        | 143   90          44.9        
BL_W20_T1.8_D12                    90          0.260        | 144   90          44.9        
BL_W20_T1.6_D12                    139         0.260        | 81    139         3.8         
BL_W150_T2.4_D18                   125         0.260        | 118   125         9.8         
BL_W150_T2.4_D12                   125         0.260        | 119   125         9.8         
BL_W110_T2.0_D18                   125         0.260        | 116   125         9.8         
BL_W110_T2.0_D12                   125         0.260        | 115   125         9.8         
BL_W100_T2.2_D16                   138         0.260        | 15    138         3.2         
BL_W60_T2.2_D16                    139         0.260        | 67    139         3.5         
BL_W70_T2.2_D10                    138         0.260        | 23    138         3.4         
BL_W70_T2.2_D5                     138         0.260        | 24    138         3.4         
BL_W70_T2.0_D16                    139         0.260        | 58    139         3.5         
BL_W70_T2.0_D12                    139         0.260        | 90    139         3.8         
BL_W70_T2.0_D10                    139         0.260        | 59    139         3.5         
BL_W70_T2.0_D5                     139         0.260        | 51    139         3.5         
BL_W70_T1.9_D16                    139         0.260        | 62    139         3.5         
BL_W70_T1.9_D12                    139         0.260        | 86    139         3.8         
BL_W70_T1.9_D10                    139         0.260        | 63    139         3.5         
BL_W70_T1.9_D5                     139         0.260        | 64    139         3.5         
BL_W70_T1.8_D16                    139         0.260        | 65    139         3.5         
BL_W70_T1.8_D12                    139         0.260        | 82    139         3.8         
BL_W70_T1.8_D10                    139         0.260        | 69    139         3.5         
BL_W70_T1.8_D5                     139         0.260        | 68    139         3.5         
BL_W90_T2.0_D10                    139         0.260        | 36    139         3.5         
BL_W60_T2.2_D12                    138         0.260        | 21    138         3.4         
BL_W60_T2.2_D10                    138         0.260        | 32    138         3.4         
BL_W60_T2.2_D5                     138         0.260        | 31    138         3.4         
BL_W60_T2.0_D16                    139         0.260        | 66    139         3.5         
BL_W60_T2.0_D12                    138         0.260        | 29    138         3.4         
BL_W60_T2.0_D10                    138         0.260        | 28    138         3.4         
BL_W60_T2.0_D5                     138         0.260        | 27    138         3.4         
BL_W60_T1.9_D16                    139         0.260        | 60    139         3.5         
BL_W60_T1.9_D12                    139         0.260        | 70    139         3.5         
BL_W60_T1.9_D10                    139         0.260        | 71    139         3.5         
BL_W60_T1.9_D5                     139         0.260        | 72    139         3.5         
BL_W60_T1.8_D16                    139         0.260        | 75    139         3.5         
BL_W60_T1.8_D12                    139         0.260        | 74    139         3.5         
BL_W60_T1.8_D10                    139         0.260        | 61    139         3.5         
BL_W80_T2.0_D12                    139         0.260        | 88    139         3.8         
BL_W70_T2.2_D16                    139         0.260        | 57    139         3.5         
BL_W80_T1.8_D5                     139         0.260        | 56    139         3.5         
BL_W80_T1.8_D10                    139         0.260        | 55    139         3.5         
BL_W80_T1.8_D12                    139         0.260        | 93    139         3.8         
